Name,Age,Salary,Email,Join_Date,Gender,Department,Rating
Thomas Delgado,31,38448,greensarah@yahoo.com,09-05-2022,Other,Operations,2.9
Anthony Ward,31,65149,paigediaz@king.com,07-10-2024,Other,Finance,2.4
Kevin Rivera,35,44027,castrobrandy@potts-ward.net,01-06-2020,Male,HR,4.7
Alexandra Valdez,34,85554,phillipsmichael@ellison-wilson.com,22-09-2018,Female,Marketing,4
Brendan Mcfarland,51,80083,estone@richardson.com,29-09-2022,Male,Finance,2.7
Jack Walker,50,126112,nuneztodd@gmail.com,09-04-2023,Other,Finance,4.2
Maria Jenkins,31,59208,jensenfranklin@holmes-wilkins.com,20-10-2017,Male,Admin,2.7
Christie Dawson,33,72807,james12@gmail.com,28-06-2021,Female,HR,4.5
Michael Poole,44,88356,xlopez@thompson.com,13-11-2024,Male,Admin,4.1
Lindsay Wang,49,54269,brent45@scott-pierce.com,08-10-2018,Female,Sales,1.6
Michael Smith,22,89410,qmartin@gmail.com,22-10-2018,Male,Admin,3.1
Jonathan Hodges,28,62716,williamsmark@meza-sawyer.com,07-07-2017,Female,IT,2.4
Chris Thompson,28,30835,karenbrown@mcdonald.org,10-05-2022,Male,Operations,2.1
Joyce Snyder,54,82611,vcobb@aguilar.com,23-03-2018,Male,Finance,2.3
Christina Cox,23,143936,jocelynmelendez@yahoo.com,28-09-2020,Female,IT,2.5
James Ward,34,128100,ryansnow@hotmail.com,12-09-2025,Other,Finance,3.9
Jennifer Sampson,43,97667,cowanjessica@vasquez.com,23-06-2020,Male,Operations,1.4
Desiree James,41,144663,dbrown@hotmail.com,24-12-2020,Male,Sales,1.3
Paul Lee,34,138675,camposbrad@hotmail.com,23-09-2019,Male,Marketing,4
Jessica Mosley,55,37840,phillipsjohn@gmail.com,21-09-2019,Male,IT,4.3
Taylor Diaz,50,141054,perkinsjacob@gmail.com,30-06-2018,Male,HR,2.6
Amy Mosley,27,58140,vmiller@sims-sullivan.biz,24-01-2024,Other,Marketing,1.7
Anne Strong,31,100361,barnettjames@gmail.com,12-04-2016,Female,Finance,1.4
Michael Hodges,38,140745,rachel08@andrews.com,11-08-2020,Male,Admin,4.8
Michael Gutierrez,24,37594,patrick88@yahoo.com,07-10-2023,Female,Finance,3.8
Melissa Lindsey,33,146454,david34@gmail.com,12-01-2016,Other,IT,1.9
Kathryn Krueger,49,78533,williamsmatthew@gmail.com,20-09-2019,Other,Sales,4.7
Stephanie Villanueva,29,99742,heidibell@williams.com,04-11-2018,Other,IT,1
Taylor Garner,49,110907,jenniferwilliams@thompson-travis.com,04-06-2018,Male,Admin,1
Evan Miles,37,124349,david16@david.biz,02-01-2024,Male,Admin,2
Keith Green,32,109315,jennifer21@wilson.com,30-06-2017,Male,Marketing,3.8
Norman Herman,39,49224,joshuaturner@gmail.com,18-05-2023,Female,HR,4.8
David Conley,33,132897,kariroman@yahoo.com,20-04-2021,Male,Sales,3.9
Jerry Edwards,36,141886,ybanks@wilkins.com,13-04-2017,Male,Marketing,4.3
Elaine Acosta,36,84980,kevin57@yahoo.com,24-11-2021,Other,Admin,4.1
Victoria Mitchell,52,37755,laura08@hotmail.com,15-01-2020,Other,Finance,3
Tracey Robles,49,85237,sabrina60@yahoo.com,23-09-2022,Female,Finance,1.6
James Robertson,36,68067,tpayne@yahoo.com,23-06-2016,Other,IT,2.1
Emily Glass,33,60152,angelmullins@briggs.com,13-09-2016,Other,Finance,3.8
Lindsey Price,33,48664,knightjerry@hotmail.com,26-01-2021,Female,Finance,3.7
Michael Woods,27,96001,huynhjennifer@burns.com,15-09-2025,Other,Sales,2.9
John Roth,53,107244,tblake@jackson.com,06-06-2024,Other,Sales,4.2
Cassandra Myers,51,65712,jenniferschmitt@brooks.com,29-06-2016,Female,Marketing,4.9
Samuel King,52,99013,dorothy15@barrett.biz,22-05-2019,Female,Sales,2.3
James Schaefer,50,118954,curtisberry@gmail.com,10-07-2022,Female,Admin,2.8
Amy Freeman,27,116869,whutchinson@abbott.com,09-08-2022,Other,IT,1.6
Mark Cochran,57,147985,laurataylor@hernandez.com,06-02-2025,Female,Sales,4.9
Jonathan Larson,24,70451,jacksonnorton@clark-fuller.info,19-02-2022,Other,Finance,2.6
Christine Nelson,43,126114,jonesjohn@castillo.org,01-04-2021,Other,IT,3.1
Erika Brown,42,82725,savannah58@hotmail.com,29-03-2019,Other,Marketing,4.3
Tonya Durham,57,39857,allisongrant@marshall-palmer.com,20-11-2019,Female,Operations,4.9
Jessica Hahn,42,44079,fbauer@hughes-lloyd.com,30-07-2017,Female,HR,1.9
David Smith,31,144279,pattersonangela@yahoo.com,19-05-2024,Other,Marketing,4.4
William Santana,31,95321,gjohnson@gmail.com,11-07-2017,Male,Operations,1.6
Ricky Wilson,56,53086,gentryerika@yahoo.com,09-10-2023,Male,IT,4.1
Joseph Johnson,36,110165,kempjeffrey@hotmail.com,16-05-2018,Other,Operations,2.4
Jessica Farrell,52,38503,michelle11@yahoo.com,16-02-2018,Other,HR,3.3
Benjamin Mcgrath,35,97602,richardevans@harris-hill.com,02-04-2023,Male,Marketing,3
Mark Powers,29,96432,weberjohn@leon-ortiz.net,06-12-2021,Male,Sales,4.9
Wanda Peterson,43,46129,erodriguez@nelson.biz,01-01-2018,Other,IT,1
Tabitha Johnson,42,111498,sparksashlee@hotmail.com,05-11-2024,Female,Finance,4.2
Jessica Neal,25,113698,mbaker@yahoo.com,13-10-2017,Other,HR,2
Tanner Fischer,41,55263,jamesrowe@parker.com,26-01-2023,Male,Marketing,3.1
Lauren Lloyd,25,33394,erin90@carpenter-dunn.net,30-04-2020,Male,Sales,4.8
Andrea Shah,23,97334,abigail73@brown-le.com,08-06-2018,Male,Marketing,2.5
Kelsey Herrera,27,129985,gutierrezdaniel@smith-carney.net,29-08-2016,Other,Finance,3.4
Jessica Russell,37,74548,deborahlopez@aguilar-graham.net,30-09-2024,Female,IT,1.6
Charles Ho,47,147895,andrea60@cole.biz,22-09-2025,Female,IT,4.9
Michael Smith,41,121024,ryanjerry@yahoo.com,07-08-2023,Other,Sales,4.2
Melissa Navarro,25,42303,aharris@gmail.com,21-12-2019,Female,Sales,4.9
Chad Gates,58,143505,michaelwilkinson@gmail.com,01-03-2024,Male,Operations,4.4
Kara Smith,30,132992,rchristian@wolfe-brennan.biz,10-06-2020,Female,HR,4.5
Brian Malone,24,65701,pagemaxwell@yahoo.com,18-09-2020,Female,Admin,2.1
Kim Leonard,31,100157,riddlejoshua@wilson.com,06-10-2021,Male,Sales,4.4
Joshua Benton,45,76487,todd29@baker-jones.net,08-05-2017,Other,HR,1.9
Alyssa Moore,33,50076,marvinrussell@reeves.net,24-12-2023,Other,Admin,1
Juan Washington Jr.,31,57952,thompsonamanda@hart.com,02-12-2018,Female,IT,4.7
Kimberly Smith,50,42972,ibrown@gmail.com,16-11-2016,Male,Marketing,4.9
James Sanchez,37,43961,williamnelson@bush.com,02-07-2022,Female,IT,4.1
Regina Estrada,48,31978,vbooker@yahoo.com,28-08-2025,Female,Admin,4.9
Andrea Williams,47,65750,lkane@cooley.com,05-07-2018,Other,Marketing,4.7
Kevin Deleon,23,35599,maryhodges@mercer.info,26-10-2025,Female,Admin,3.5
Tara Vance,55,142265,karlalee@gmail.com,24-03-2019,Other,Sales,4.4
Jon Obrien,35,95484,heidi21@hotmail.com,11-02-2024,Male,IT,1.5
Steven Elliott,40,92643,greenmichael@hotmail.com,11-12-2019,Other,Admin,1.9
Frank Terrell,22,104532,kevin10@price.com,03-02-2018,Male,Admin,4.6
Kevin Hutchinson,53,130211,yochoa@mccormick.com,15-12-2016,Female,Sales,3.5
Thomas Perez,34,130996,shermankaren@davis-howard.com,20-06-2021,Female,Admin,2.5
Todd Hunt Jr.,52,89436,levydarrell@yahoo.com,23-09-2016,Other,Operations,3.6
David Parker,29,66426,stephaniebarnes@yahoo.com,10-12-2020,Male,Admin,4.7
Chris Cox,60,105153,sara43@hotmail.com,22-06-2018,Female,IT,1.5
Angela Howard,32,87332,zbauer@hotmail.com,17-05-2021,Other,Finance,5
Amanda Mason,33,147675,ywright@walker-coleman.org,23-05-2017,Other,HR,4
Kim Lopez,46,138946,ivanmartinez@yahoo.com,09-02-2017,Other,Admin,2
Sally Golden,29,33192,cbecker@gmail.com,02-12-2019,Male,IT,4.9
Matthew Gutierrez,36,149884,meganstrickland@jackson.com,23-11-2018,Male,Sales,4.8
Jacob Watkins,54,32244,coreywilson@pearson.info,18-06-2018,Female,Operations,4.8
Megan Manning,57,70583,cameronduncan@hotmail.com,11-01-2021,Other,Sales,5
Alan Brown,29,99438,rachaelgray@hotmail.com,12-08-2022,Male,IT,1.9
Anthony Jackson,23,114502,ilynch@hotmail.com,20-10-2018,Male,Operations,2.5
Laura Edwards,41,46107,manderson@hotmail.com,07-08-2021,Other,Marketing,4.9
Sharon Smith,47,111848,hollandmatthew@hotmail.com,03-09-2020,Other,Admin,3.2
Nicole Murphy,55,30536,ahoward@newman-carter.com,03-09-2020,Female,Finance,4.5
Taylor Moody,50,110727,fstewart@munoz-williams.com,31-08-2021,Female,Operations,2
Carrie Rivera,53,66629,upeterson@yahoo.com,12-07-2024,Male,Operations,2.5
Tiffany Stewart,31,55696,smithmichelle@perkins.biz,25-11-2020,Male,Finance,1.3
Diane Jones,32,70432,utaylor@yahoo.com,04-05-2019,Male,Operations,3.2
Mathew Herrera,55,90778,margaretprice@pitts.com,13-03-2017,Other,Sales,2.2
Anna Gibson,43,77473,karen38@garcia.biz,18-02-2017,Male,Sales,4
Melissa Ramos,59,46029,dana04@hotmail.com,10-11-2018,Female,Finance,1.5
Glenda Brown,34,79746,arthur34@gmail.com,24-03-2024,Female,IT,3.5
Kevin Myers,38,110295,millschristopher@gmail.com,18-12-2015,Female,Sales,4.5
Frederick Clarke,48,128864,daniel27@garcia.info,23-06-2016,Male,IT,3.9
Eric Combs,52,93208,qmcmillan@hotmail.com,03-04-2024,Other,HR,2.8
Laura Ward,47,49316,nicholas47@gmail.com,01-01-2017,Male,Marketing,4.4
Michael Little,45,74054,rhonda01@hotmail.com,19-01-2016,Female,Operations,3.1
Lisa Bishop,55,129388,herringmatthew@hotmail.com,03-10-2018,Other,Marketing,2.4
Edward Elliott,44,144121,maycarrie@lopez.net,26-11-2020,Other,Finance,4.6
David Vega,57,71352,theodore26@hotmail.com,07-12-2022,Other,HR,2.8
Dean Williams,37,64998,robin92@hotmail.com,03-03-2017,Male,HR,4.5
James Drake,33,107741,kathleenscott@yahoo.com,21-12-2023,Other,Finance,2.3
Sean Shepherd,28,119065,christopher04@yahoo.com,21-09-2022,Female,Finance,4.5
Christina Whitney,47,139047,dean88@yahoo.com,16-05-2024,Female,Finance,2.6
Justin Smith,51,57029,ericjennings@gmail.com,02-06-2018,Other,Admin,2
Jessica Tran,50,86617,gonzalesrodney@navarro-powers.org,12-02-2017,Male,Admin,3.2
Ashley Mckinney,39,56044,janderson@wallace-ramirez.com,14-05-2023,Female,Admin,3.7
Ms. Tammy Jackson,37,55383,ricenathaniel@gmail.com,19-05-2016,Male,Admin,1
Debra Clark,32,93205,henryturner@gmail.com,22-07-2025,Male,Admin,1.6
Gabrielle Farley,42,66132,freemangregory@hotmail.com,06-07-2021,Male,HR,2.8
Brandy Hernandez,34,141592,ballardbrian@christensen-nelson.org,02-11-2025,Other,Operations,2.7
Alicia Lewis,46,64921,burtonmitchell@yahoo.com,11-01-2023,Female,IT,2.7
Pamela Saunders,52,104409,hjones@stevens-hall.com,09-05-2020,Male,Marketing,4.4
Sarah Hunter DVM,22,35135,obenson@espinoza.com,04-11-2022,Female,HR,3.2
Robert Tyler,47,137223,diane99@pena.net,28-08-2023,Male,IT,1.2
Natalie Brewer,43,75436,morgansarah@delgado.info,21-01-2016,Female,HR,2.9
Jennifer Howard,49,108728,kristin08@brown-taylor.net,15-03-2022,Male,Operations,2.1
Duane Martinez,32,33186,georgethompson@jones-jackson.org,30-06-2020,Female,Sales,2
Earl Page PhD,57,50595,rmiller@hotmail.com,24-10-2021,Male,HR,3.6
Monica Miller,50,76456,moorechad@hotmail.com,27-05-2022,Other,Sales,2.2
Steven Butler,55,103612,dillonryan@smith.com,10-11-2016,Female,Finance,3.6
Scott Chen,45,123525,natalie22@knight.org,09-07-2022,Female,Finance,1.6
Dennis Walsh,23,82720,abarnes@richardson.net,29-01-2017,Other,Marketing,3.1
Ms. Judith Wright,31,50943,wheelerjerome@yahoo.com,29-06-2022,Other,Finance,3.1
David Jones,34,30792,elizabethcontreras@hotmail.com,25-02-2021,Female,Operations,1.6
Lisa Branch,24,145523,anthony37@hotmail.com,30-10-2019,Male,Operations,1.5
Frederick Campbell,35,84418,olivia27@burton.org,16-01-2025,Male,IT,1.3
Mariah Garcia,34,32122,adamdavis@green-wilson.org,25-01-2024,Female,HR,1.6
Roy Garcia,37,83316,robertfrancis@moody.com,16-10-2021,Female,Sales,3.5
Javier Powell,53,128346,castrotony@hotmail.com,23-03-2023,Male,Admin,1.6
Rebecca Wright,24,72893,jonathan04@smith-lee.net,27-01-2023,Other,HR,1.5
Nicholas Brooks,37,149281,danielsrussell@calhoun-morgan.com,03-07-2016,Other,Sales,4.1
Shelby Johnson,25,148833,josephtaylor@gmail.com,22-07-2022,Male,IT,2
Anne Lam,24,129203,hjones@yahoo.com,13-11-2025,Male,Marketing,4.2
Paul Dickerson,35,70583,blopez@jones-blake.net,29-01-2024,Other,HR,3.1
Tonya Hernandez,59,90796,stephanie48@harris.com,29-05-2022,Other,IT,4.8
Dana Hughes,59,84870,deniseacevedo@hotmail.com,21-07-2021,Male,Operations,1.4
Melissa Lynch,22,145175,mallen@gmail.com,07-06-2016,Female,Admin,3.3
Dalton Miller,55,126080,david36@finley-faulkner.info,04-04-2024,Other,Sales,4.7
Denise Randall,44,106931,robertmccormick@kelly-perkins.com,14-10-2016,Other,IT,3.6
Robert Hicks,49,39521,ashleywhite@wade-cabrera.info,02-12-2016,Other,Finance,2.8
Carrie Jackson,33,99820,ortizkathleen@andersen.com,09-07-2025,Female,HR,4.9
Alexandra Shepard,34,133124,michele39@reilly.com,12-03-2019,Male,HR,3
Ruth Bennett,41,140040,jenningsedward@jackson-hall.com,23-04-2021,Female,Sales,4.1
Donald Morris,33,128485,vvelazquez@shea.com,08-03-2023,Other,Finance,4.8
Alexa Miller,55,91856,mariahhaynes@hotmail.com,06-01-2025,Male,Marketing,4.6
Donald Scott,51,116816,samuel81@rowland.info,29-03-2022,Other,HR,4.9
Alex Schmidt,26,47585,kelsey64@yahoo.com,12-02-2021,Male,Marketing,4.8
Brittany Robinson,56,129320,jeremycastillo@hobbs.com,04-06-2021,Female,HR,3.2
Jonathan Williams,33,90300,stucker@hamilton.biz,10-04-2019,Female,Finance,2.6
Rachel Thompson,53,89621,angela80@moyer-larsen.com,08-10-2023,Male,IT,1.2
Zachary Ballard,29,149635,ynelson@lucero.com,30-09-2019,Female,Admin,1.6
Julie Myers,46,125914,sara07@hotmail.com,16-04-2024,Other,Sales,3.4
Megan Mitchell,47,104472,george09@gmail.com,03-12-2018,Male,HR,2.6
Jessica Flores,47,77734,sara68@gmail.com,09-07-2021,Female,IT,4.1
Drew Hernandez,60,132440,jessica07@hotmail.com,10-10-2016,Male,HR,3.2
Brittany Navarro,60,85649,jvargas@moon.info,06-08-2016,Female,Finance,4.1
Donald Richard,55,122643,justin90@yahoo.com,01-01-2020,Female,Marketing,2.8
Jamie Roberts,41,86118,melissahill@gmail.com,12-08-2016,Other,HR,4.7
Nicholas Reynolds,40,56048,kevin56@roberson.com,25-05-2016,Male,HR,1.2
Michael Williams,53,142959,andrew38@martin-coleman.org,21-03-2022,Male,IT,1.2
Dustin Mata,58,118411,jenniferleach@gmail.com,20-06-2023,Female,Sales,1.9
Makayla Andrews,27,143864,brandon73@hotmail.com,12-08-2021,Other,Admin,3.8
Patrick Miller,55,139960,richard92@yahoo.com,17-07-2024,Female,Finance,4
Ryan Schwartz,43,110484,mark79@hotmail.com,23-12-2022,Other,Marketing,1.8
Eric Miller,32,67092,natalie31@gordon.net,20-06-2020,Other,Operations,3
Leslie Ware,33,77622,wellsjennifer@hudson-herring.com,26-07-2017,Female,Marketing,3.6
Karen Estrada,32,82456,fdean@yahoo.com,05-12-2021,Male,Marketing,1.9
Andrew Smith,51,50459,ljacobs@waters.com,09-06-2017,Male,Sales,2.6
Megan Hamilton,22,43986,ashley25@guerra-williams.com,24-07-2020,Male,IT,4.8
Brenda Allen,52,82289,ydavis@roberts.net,01-09-2019,Female,Marketing,4.2
Jason Smith,36,43381,award@carlson.biz,08-05-2018,Female,HR,4.1
Diana Davis,27,115672,tiffany81@macdonald.com,04-09-2019,Female,Sales,3.4
Terri Ochoa,23,98365,carrchloe@anderson.com,11-02-2025,Other,Finance,3.7
Marcus Tran,45,84887,timothy63@yahoo.com,19-06-2016,Female,Finance,3.6
Jeffrey Clark,42,91309,ljohnson@yahoo.com,14-11-2020,Male,Sales,4.9
Joshua Frazier PhD,47,118587,kcohen@gmail.com,28-11-2023,Other,Finance,2.7
Caleb Smith,23,40962,brownamy@hotmail.com,06-09-2020,Other,Sales,4.2
Paul Smith,55,104002,robertsdavid@gmail.com,08-03-2019,Female,Finance,3.7
Mark Christian,39,50139,anthony05@hahn-butler.com,20-04-2017,Male,Sales,3.3
John Carter,34,148703,ohernandez@gmail.com,10-10-2019,Other,HR,4.6
Sara Randolph,28,50095,drogers@hotmail.com,19-11-2016,Other,Marketing,3.2
Amanda Smith,41,118844,qcox@hotmail.com,25-04-2025,Female,Finance,4
Jason Barnes,52,125188,johnsonmatthew@hotmail.com,06-08-2023,Male,HR,2.5
Andrew Zimmerman,41,62251,martinezkyle@hotmail.com,05-11-2024,Other,Admin,3
Ernest Miller,29,92617,hodgericky@hotmail.com,01-05-2019,Male,Finance,3
Richard Lewis,32,122301,ugarcia@jackson-brewer.com,15-11-2016,Female,Admin,3.3
Michael Bennett,42,41604,jennifer37@gmail.com,10-11-2024,Other,Marketing,2.5
Stacy Khan,24,104479,jennifer51@garcia.net,09-12-2019,Male,Operations,2.5
William Wright,29,82221,briley@robertson-miranda.com,07-11-2017,Male,Operations,4
Paige Lynch,22,138166,zrobertson@hotmail.com,15-05-2018,Male,Marketing,1.5
Alyssa Russell,48,94650,kimberly21@hotmail.com,28-05-2024,Male,HR,4.1
Wendy Blanchard,35,94353,hollowaydaniel@green-chapman.biz,27-08-2017,Female,Sales,4.8
David Franklin,23,98855,angela67@yahoo.com,25-02-2023,Male,HR,4
Mr. Nicholas Jenkins,47,57552,amanda02@yahoo.com,07-12-2022,Other,IT,1.2
Timothy Brown,23,120419,zsmith@gmail.com,15-03-2023,Female,IT,1.8
Laura Payne,58,47822,lisasmith@yahoo.com,20-12-2023,Male,IT,1.5
Melissa Jackson,24,99051,laurenfinley@hotmail.com,14-11-2016,Other,Operations,4.4
Hannah Zamora,51,128502,ijames@yahoo.com,10-10-2019,Female,Admin,3
Virginia Martin,35,133358,haroldcervantes@yahoo.com,05-03-2023,Female,Admin,3
Destiny Johnson,50,79450,regina92@lee-ward.org,05-01-2022,Male,Operations,1.7
Mrs. Sherry Dodson,37,33465,carolinecoleman@jones-torres.com,28-04-2016,Male,Admin,2.7
Jamie Mills,55,146601,iblevins@yahoo.com,24-03-2023,Male,Operations,3.2
Veronica French DDS,50,112034,vduncan@gmail.com,03-06-2020,Other,HR,3.9
Debra Campbell,52,93762,emily44@gmail.com,10-01-2023,Male,Operations,2.7
Christine Koch,48,148315,michellegill@cruz.org,17-04-2017,Female,HR,3.6
Kim Kim,37,132781,jessicaross@friedman.biz,14-12-2020,Other,HR,1.3
Brendan Young,25,144019,grogers@gmail.com,04-09-2021,Male,Marketing,1.3
Jose Jarvis,26,138084,westlindsey@hotmail.com,15-09-2024,Male,HR,3
Robert Long,29,100348,bmendoza@butler.com,24-01-2018,Male,IT,2.5
Patricia Fernandez,40,131674,linda65@hotmail.com,23-06-2023,Male,Operations,4.2
Arthur Turner,56,60480,frankvelez@gmail.com,30-10-2019,Female,Admin,3.5
Anna Winters,41,104174,barnettkelly@nelson.com,28-10-2024,Male,Finance,4.3
Kathy Ramos,42,36278,briandavis@rivera.net,19-03-2024,Male,Finance,3
Donna Hood,45,43382,walshcourtney@hotmail.com,16-11-2022,Female,Finance,1.4
Lynn Arnold,48,53374,ggoodwin@sanford.org,04-06-2021,Female,IT,4.4
Bruce Patton,42,135982,angela35@lindsey.com,08-05-2024,Female,HR,1.6
Donald Simpson,43,40870,awhitaker@adams-holmes.com,25-09-2021,Other,Marketing,4.1
Laura Alexander,29,98088,crystallee@graham.com,12-02-2024,Female,Sales,3.2
Steven Parker,38,135771,billy45@yahoo.com,23-04-2024,Female,HR,4.3
Morgan Howe,56,62504,amanda79@yahoo.com,17-05-2019,Male,Sales,1.7
Stacey Garrett,44,112838,kristinewilliams@hanna-thomas.com,18-12-2023,Male,HR,1.7
Jessica Williams,33,56153,desiree38@nielsen.com,21-09-2021,Female,Sales,3.9
Kelly Lloyd,38,131518,collinsrobert@peterson.com,01-01-2022,Male,Marketing,4.7
Ross Allen,27,39001,megandavis@chang-nelson.info,23-01-2017,Other,Operations,3.8
Julie White,50,88085,joemack@ryan-garza.net,05-01-2024,Other,HR,4.7
Jessica Benson,31,65767,fwhite@gmail.com,19-11-2019,Other,IT,2.4
Derek Logan,28,79440,shannon16@glover.biz,15-11-2019,Female,Marketing,4.1
Stephanie Ortiz,28,134798,uwhite@yahoo.com,08-12-2019,Other,IT,4.7
Bradley Rodriguez,45,69022,monica11@lowery-perez.com,30-08-2023,Female,HR,4.8
Heather Thomas,42,59335,kristinavillegas@smith-murphy.com,13-07-2022,Other,IT,5
Manuel Glenn,44,43356,lyork@schwartz.com,20-02-2017,Male,IT,3.6
William Gordon,22,89394,ocurtis@gmail.com,23-04-2016,Male,IT,1.6
Charles Newman,50,102712,heathermurray@miller.com,14-01-2019,Female,IT,3.2
Jeremiah Hardin,22,120769,gbryant@hotmail.com,22-11-2024,Other,Finance,3.5
Kimberly Richardson,22,120480,zbaker@yahoo.com,28-08-2018,Other,Sales,4.6
Michelle Williams,53,106959,courtneymorgan@holmes.biz,08-06-2018,Female,Admin,1.5
Karl Mills,25,82381,opeterson@hotmail.com,27-09-2025,Female,HR,4.1
Kerry Greer,47,78005,williamsdawn@brown-manning.com,29-05-2019,Female,Finance,1.9
Ryan Moore,41,34950,coopermichael@gmail.com,13-03-2022,Male,IT,3.2
Kevin Martinez,39,97626,lisa64@gmail.com,24-03-2022,Female,HR,2.2
Aaron Reed,32,54547,hmurray@parker.net,10-02-2018,Female,Marketing,1.7
Charles Booth,25,41991,lramos@oneill-howard.com,16-12-2017,Other,Finance,2.2
Yvette Vasquez,48,120326,edwardskelly@nelson.info,15-06-2025,Female,Finance,3.4
Maria Becker,23,70003,gibsonnathan@gmail.com,24-11-2015,Female,Marketing,1.3
Tina Carter,36,62178,frank48@hotmail.com,19-12-2020,Other,Sales,2
Jeffery Hernandez,58,147020,irhodes@yahoo.com,18-02-2017,Other,HR,4.5
Amanda Howell,52,75515,butlerjoseph@gmail.com,06-05-2020,Male,Operations,4.6
Mary Rojas,50,66867,qjordan@yahoo.com,11-01-2025,Other,Sales,1.2
Nancy Larson,22,83057,micheleyoung@yahoo.com,19-06-2022,Other,Finance,2.2
Nicole Cook,25,107200,lisa65@yahoo.com,26-11-2022,Other,Sales,3.9
Jonathan Owen,46,112090,mcguirekimberly@boyle-cooley.com,21-02-2023,Other,HR,3.6
Douglas Phillips,42,66390,martinbrenda@gmail.com,10-04-2017,Male,HR,1.8
Steven Roberts,42,55032,allisonmoore@brown.com,23-01-2024,Male,Sales,3.5
Danielle Escobar,26,67455,esolis@montes-nunez.com,05-11-2025,Male,Sales,3.5
Rachel Johnson,56,109442,ricardojones@jones.biz,09-07-2018,Other,Operations,4.7
Alejandro Hopkins,47,74045,erin54@hotmail.com,01-01-2022,Male,Admin,3.5
Susan Jordan,58,88872,tluna@glover-smith.com,28-05-2022,Female,Admin,1.8
Joshua Anderson,40,119320,alexispittman@webster-benson.com,23-03-2024,Female,Marketing,2
Adrienne Hernandez,54,123967,gabriela66@may.net,11-08-2025,Male,Operations,4.7
Peter Wiggins,27,43756,jillalvarez@anderson.biz,20-03-2025,Other,Sales,3.6
David Howell,51,36285,qwise@coleman.com,15-12-2020,Other,HR,1.5
Tammy Phillips,58,35271,austincampbell@watkins.com,11-04-2020,Other,Operations,1.9
